artist_name,track_name,release_date,lyrics,genre,predicted_genre
burning spear,black soul,1976,good travel today cross ocean desert waterthirst kill good travel today cross ocean desert waterthirst kill kill kill kill kill kill slippery yeah damp cramp belly want underground want underground underground underground underground caution brother caution heed black soul black soul black soul black soul black soul black soul black proud black proud black rejoice black know black black know black black soul black skin black soul black soul black things tell right things tell right great black soul black yeah black great grandfather black soul black soul black good travel today cross ocean desert waterthirst kill kill kill good travel today cross ocean,reggae,blues
burning spear,children,1976,suffer suffer suffer suffer suffer suffer suffer suffer suffer suffer suffer suffer people black people gonna wall start inquire fault suffer suffer suffer suffer suffer suffer tribulation struggle sufferation suffer suffer suffer suffer suffer blame blame blame suffer suffer suffer suffer suffer suffer suffer suffer suffer suffer suffer tell speak truth speak truth suffer suffer suffer suffer suffer suffer suffer suffer suffer suffer parish parish saint saint suffer suffer suffer suffer suffer,reggae,reggae
burning spear,door peep,1976,door peep shall enter holy land wise true stand sip cupful peace shall enter door people shall enter holy land wise true stand sip peace chant babylon chant babylon chant babylon chant babylon thank praise thank praise thank praise thank praise holy creation chant babylon chant babylon chant babylon chant babylon thank praise thank praise thank praise thank praise holy creation door peep shall enter holy land wise true stand sip peace chant babylon chant babylon chant babylon chant babylon,reggae,reggae
burning spear,lion,1976,mama brada tell papa live jungle dont kill dont dont kill dont kill kill humble gental children dats dont kill beggen kill kiill tear eye kill gots sense hear haffi rite live mama bibby brudda brudda hurry time muss quick swift tell papa live jungle kill kill nooooooooo papa hear haffi rite live,reggae,blues
burning spear,mother,1976,fuck pandafuck beat like cancer black panthers ones answersok black themechea chea black live black schea chea black power black fist black rangers exist hear black power blackout hail break loose virgodo booth gotdam feel loose key juice lay verse mother goosechea chea burn spear abstract concepts underlapped undertake soundtracks fruit cake sour grapes monkey monkey welcome planet ape bout shit black black homocides guy black guy black suicide live longer suit bury suit cross burn crossover comfort bring soul discomfort confront pig take away pop unclesdammnnnnn godlevelgenius level nigga,reggae,jazz
burning spear,resting place,1975,rest place rest place rest place rest place hill valley hill valley sure sure pollution pollution pollution pollution pollution like broad shade tree rest head underneath cause say father gosh rest place rest place rest place hill valley sure sure pollution pollution like broadshaded tree rest head head underneath cause say father gosh gosh gosh rest place rest place rest rest little rest rest place,reggae,reggae
cachao,descarga cubana,2012,star right face memory erase know try start feel emptiness gonna miss know hide time pass think time come land feet come go start breathe fake smile know tire carry ones lose picture frame thoughts know hold inside place belong come feel lose help come time time blind come tell feel know go let,jazz,pop
cafe jazz deluxe,public syllogism,2016,start whisper dodge roar unify forceful waste need revolution destroy pattern separate time dare follow years wander circle hold get design latitudes ways channel define fragile neglect reroute remain reroute remain want look greed attention mountains cross will end treasure await years wander circle hold get design latitudes ways channel define fragile neglect reroute remain reroute remain design latitudes ways channel define fragile neglect reroute remain reroute remain,jazz,blues
cal tjader,warm song,1968,lord forgive sin life lord forgive sin life damn lose live piss motherfucking white house lawn throw cause couldn stand anymore grip wanna sane biological gas eat brain political grab rape mother earth thirty second bag thousands millions smile later rockford file nigga stockpile data satellite discuss style greater kill pool play cool like tjader ready like qaeda weapons mass destruction hour later identity today mcveigh henessy leave remedy spray identity life penalty motherfucker crowd ready ready roll life lord forgive sin life damn lose live trap game tryin vietnam song know women desert come deform missin limbs disease legs numb chemicals twice strong agent orange message bass drum goin mind safe game xbox playstation resident evil president fool like grayson inherit root know retrace place face facts disgraceful faceless tasteless act pharoahe take authorities court peep crime happen like minority report mentally defenseless catch block hood trench sayin,jazz,rock
camel,sanctuary,1975,snow sweep course reach essex coast fritha find exhaust wound beach gently cradle hear nearby live great healer bird,jazz,jazz
camp lo,rockin' it aka spanish harlem,1997,divas leave rockin fellas right onrockin people onrockin people onrockin listen papi chulo position switchin welcome belavour missin gettin catch camisado novela riviera creature satin kuna palmetto slysaretto speakin bonticetti wichetto doin imagine cheeba foxy cheeba excella mardi gras funky sexposed voodoo peekaboo american style mahogany hopscotch buttox diggy interlude aculpoco hurt coast satin city cheeba connect say buy martini compliment paraphenalia australia playa confuse swayfullay chico fool fabu hawaiian bless spillin mazzola crack villanova sober days see inner vision strizzy days hollywood raise style livin lose esmerado solero searchin season sexy senorita aphrodisiac wing sunset say rise bronx say hater cat acough shootout jivetime sucka africa like straight cheeba rock beat cheeba cheeba negro leaguer cheeba naptan blue cheeba twist ganja anethesia ring lower right time midnight magic lower lower lower city bombers emerald suede gleamin cheeba blowin morado weezin lightnin hollow dimension break collisions stay reflectin bottle jensen unforbidden cashmere catch tech canipsin correct suspension ride hollywood,jazz,rock
